driver,lap,position,time,tyres,team,grand_prix,round
ALO,1,7,103.608,start,Aston Martin,Bahrain,1
ALO,2,7,99.792,soft,Aston Martin,Bahrain,1
ALO,3,7,99.1,soft,Aston Martin,Bahrain,1
ALO,4,7,99.548,soft,Aston Martin,Bahrain,1
ALO,5,7,99.662,soft,Aston Martin,Bahrain,1
ALO,6,7,99.674,soft,Aston Martin,Bahrain,1
ALO,7,7,99.729,soft,Aston Martin,Bahrain,1
ALO,8,7,99.959,soft,Aston Martin,Bahrain,1
ALO,9,7,100.275,soft,Aston Martin,Bahrain,1
ALO,10,7,100.203,soft,Aston Martin,Bahrain,1
ALO,11,7,101.147,soft,Aston Martin,Bahrain,1
ALO,12,6,100.934,soft,Aston Martin,Bahrain,1
ALO,13,5,100.341,soft,Aston Martin,Bahrain,1
ALO,14,4,102.212,inlap,Aston Martin,Bahrain,1
ALO,15,8,119.692,outlap,Aston Martin,Bahrain,1
ALO,16,7,97.542,hard,Aston Martin,Bahrain,1
ALO,17,6,98.139,hard,Aston Martin,Bahrain,1
ALO,18,6,98.124,hard,Aston Martin,Bahrain,1
ALO,19,6,98.361,hard,Aston Martin,Bahrain,1
ALO,20,6,98.318,hard,Aston Martin,Bahrain,1
ALO,21,6,98.407,hard,Aston Martin,Bahrain,1
ALO,22,6,98.2,hard,Aston Martin,Bahrain,1
ALO,23,6,97.853,hard,Aston Martin,Bahrain,1
ALO,24,6,97.878,hard,Aston Martin,Bahrain,1
ALO,25,6,98.139,hard,Aston Martin,Bahrain,1
ALO,26,6,98.127,hard,Aston Martin,Bahrain,1
ALO,27,6,98.612,hard,Aston Martin,Bahrain,1
ALO,28,6,98.199,hard,Aston Martin,Bahrain,1
ALO,29,6,98.585,hard,Aston Martin,Bahrain,1
ALO,30,5,98.282,hard,Aston Martin,Bahrain,1
ALO,31,5,98.009,hard,Aston Martin,Bahrain,1
ALO,32,4,97.871,hard,Aston Martin,Bahrain,1
ALO,33,4,97.769,hard,Aston Martin,Bahrain,1
ALO,34,3,100.353,inlap,Aston Martin,Bahrain,1
ALO,35,6,117.389,outlap,Aston Martin,Bahrain,1
ALO,36,6,96.156,hard,Aston Martin,Bahrain,1
ALO,37,6,97.431,hard,Aston Martin,Bahrain,1
ALO,38,5,97.002,hard,Aston Martin,Bahrain,1
ALO,39,5,97.243,hard,Aston Martin,Bahrain,1
ALO,40,4,97.208,hard,Aston Martin,Bahrain,1
ALO,41,4,126.713,vsc,Aston Martin,Bahrain,1
ALO,42,4,96.334,hard,Aston Martin,Bahrain,1
ALO,43,4,96.911,hard,Aston Martin,Bahrain,1
ALO,44,4,97.022,hard,Aston Martin,Bahrain,1
ALO,45,3,97.931,hard,Aston Martin,Bahrain,1
ALO,46,3,97.087,hard,Aston Martin,Bahrain,1
ALO,47,3,97.326,hard,Aston Martin,Bahrain,1
ALO,48,3,96.783,hard,Aston Martin,Bahrain,1
ALO,49,3,96.726,hard,Aston Martin,Bahrain,1
ALO,50,3,96.331,hard,Aston Martin,Bahrain,1
ALO,51,3,96.96,hard,Aston Martin,Bahrain,1
ALO,52,3,97.01,hard,Aston Martin,Bahrain,1
ALO,53,3,97.01,hard,Aston Martin,Bahrain,1
ALO,54,3,97.599,hard,Aston Martin,Bahrain,1
ALO,55,3,97.662,hard,Aston Martin,Bahrain,1
ALO,56,3,97.473,hard,Aston Martin,Bahrain,1
ALO,57,3,97.422,hard,Aston Martin,Bahrain,1
HAM,1,5,102.288,start,Mercedes,Bahrain,1
HAM,2,5,99.166,soft,Mercedes,Bahrain,1
HAM,3,5,99.22,soft,Mercedes,Bahrain,1
HAM,4,5,99.198,soft,Mercedes,Bahrain,1
HAM,5,5,99.335,soft,Mercedes,Bahrain,1
HAM,6,5,99.756,soft,Mercedes,Bahrain,1
HAM,7,5,99.757,soft,Mercedes,Bahrain,1
HAM,8,5,100.267,soft,Mercedes,Bahrain,1
HAM,9,5,100.323,soft,Mercedes,Bahrain,1
HAM,10,5,100.289,soft,Mercedes,Bahrain,1
HAM,11,5,100.752,soft,Mercedes,Bahrain,1
HAM,12,7,103.336,inlap,Mercedes,Bahrain,1
HAM,13,8,119.179,outlap,Mercedes,Bahrain,1
HAM,14,7,98.308,hard,Mercedes,Bahrain,1
HAM,15,6,98.527,hard,Mercedes,Bahrain,1
HAM,16,5,98.617,hard,Mercedes,Bahrain,1
HAM,17,5,98.704,hard,Mercedes,Bahrain,1
HAM,18,5,98.69,hard,Mercedes,Bahrain,1
HAM,19,5,98.684,hard,Mercedes,Bahrain,1
HAM,20,5,98.478,hard,Mercedes,Bahrain,1
HAM,21,5,98.581,hard,Mercedes,Bahrain,1
HAM,22,5,98.46,hard,Mercedes,Bahrain,1
HAM,23,5,98.384,hard,Mercedes,Bahrain,1
HAM,24,5,98.367,hard,Mercedes,Bahrain,1
HAM,25,5,98.29,hard,Mercedes,Bahrain,1
HAM,26,5,98.339,hard,Mercedes,Bahrain,1
HAM,27,5,98.369,hard,Mercedes,Bahrain,1
HAM,28,5,98.265,hard,Mercedes,Bahrain,1
HAM,29,5,98.38,hard,Mercedes,Bahrain,1
HAM,30,6,101.175,inlap,Mercedes,Bahrain,1
HAM,31,7,119.503,outlap,Mercedes,Bahrain,1
HAM,32,6,97.563,hard,Mercedes,Bahrain,1
HAM,33,6,97.549,hard,Mercedes,Bahrain,1
HAM,34,6,98.135,hard,Mercedes,Bahrain,1
HAM,35,5,96.831,hard,Mercedes,Bahrain,1
HAM,36,5,96.546,hard,Mercedes,Bahrain,1
HAM,37,5,97.388,hard,Mercedes,Bahrain,1
HAM,38,6,98.304,hard,Mercedes,Bahrain,1
HAM,39,6,97.478,hard,Mercedes,Bahrain,1
HAM,40,5,97.494,hard,Mercedes,Bahrain,1
HAM,41,5,126.491,vsc,Mercedes,Bahrain,1
HAM,42,5,97.061,hard,Mercedes,Bahrain,1
HAM,43,5,97.111,hard,Mercedes,Bahrain,1
HAM,44,5,97.048,hard,Mercedes,Bahrain,1
HAM,45,5,97.661,hard,Mercedes,Bahrain,1
HAM,46,5,97.779,hard,Mercedes,Bahrain,1
HAM,47,5,98.517,hard,Mercedes,Bahrain,1
HAM,48,5,97.844,hard,Mercedes,Bahrain,1
HAM,49,5,97.954,hard,Mercedes,Bahrain,1
HAM,50,5,97.77,hard,Mercedes,Bahrain,1
HAM,51,5,98.014,hard,Mercedes,Bahrain,1
HAM,52,5,97.803,hard,Mercedes,Bahrain,1
HAM,53,5,97.988,hard,Mercedes,Bahrain,1
HAM,54,5,98.076,hard,Mercedes,Bahrain,1
HAM,55,5,97.955,hard,Mercedes,Bahrain,1
HAM,56,5,98.111,hard,Mercedes,Bahrain,1
HAM,57,5,98.255,hard,Mercedes,Bahrain,1
LEC,1,2,100.23,start,Ferrari,Bahrain,1
LEC,2,2,98.75,soft,Ferrari,Bahrain,1
LEC,3,2,98.658,soft,Ferrari,Bahrain,1
LEC,4,2,98.825,soft,Ferrari,Bahrain,1
LEC,5,2,98.664,soft,Ferrari,Bahrain,1
LEC,6,2,98.572,soft,Ferrari,Bahrain,1
LEC,7,2,98.691,soft,Ferrari,Bahrain,1
LEC,8,2,98.614,soft,Ferrari,Bahrain,1
LEC,9,2,98.828,soft,Ferrari,Bahrain,1
LEC,10,2,99.073,soft,Ferrari,Bahrain,1
LEC,11,2,99.212,soft,Ferrari,Bahrain,1
LEC,12,2,99.489,soft,Ferrari,Bahrain,1
LEC,13,3,102.068,inlap,Ferrari,Bahrain,1
LEC,14,5,118.77,outlap,Ferrari,Bahrain,1
LEC,15,3,98.477,hard,Ferrari,Bahrain,1
LEC,16,3,97.953,hard,Ferrari,Bahrain,1
LEC,17,3,98.031,hard,Ferrari,Bahrain,1
LEC,18,2,97.798,hard,Ferrari,Bahrain,1
LEC,19,2,97.858,hard,Ferrari,Bahrain,1
LEC,20,2,97.631,hard,Ferrari,Bahrain,1
LEC,21,2,97.753,hard,Ferrari,Bahrain,1
LEC,22,2,98.162,hard,Ferrari,Bahrain,1
LEC,23,2,98.054,hard,Ferrari,Bahrain,1
LEC,24,2,97.972,hard,Ferrari,Bahrain,1
LEC,25,2,98.541,hard,Ferrari,Bahrain,1
LEC,26,3,99.668,hard,Ferrari,Bahrain,1
LEC,27,3,98.814,hard,Ferrari,Bahrain,1
LEC,28,3,98.618,hard,Ferrari,Bahrain,1
LEC,29,3,98.447,hard,Ferrari,Bahrain,1
LEC,30,3,98.39,hard,Ferrari,Bahrain,1
LEC,31,3,98.746,hard,Ferrari,Bahrain,1
LEC,32,3,98.948,hard,Ferrari,Bahrain,1
LEC,33,3,101.323,inlap,Ferrari,Bahrain,1
LEC,34,4,119.477,outlap,Ferrari,Bahrain,1
LEC,35,3,98.073,hard,Ferrari,Bahrain,1
LEC,36,3,97.313,hard,Ferrari,Bahrain,1
LEC,37,3,97.17,hard,Ferrari,Bahrain,1
LEC,38,3,97.17,hard,Ferrari,Bahrain,1
LEC,39,3,97.287,hard,Ferrari,Bahrain,1
PER,1,3,101.063,start,Red Bull,Bahrain,1
PER,2,3,98.862,soft,Red Bull,Bahrain,1
PER,3,3,98.83,soft,Red Bull,Bahrain,1
PER,4,3,98.758,soft,Red Bull,Bahrain,1
PER,5,3,98.404,soft,Red Bull,Bahrain,1
PER,6,3,98.718,soft,Red Bull,Bahrain,1
PER,7,3,98.804,soft,Red Bull,Bahrain,1
PER,8,3,99.172,soft,Red Bull,Bahrain,1
PER,9,3,98.914,soft,Red Bull,Bahrain,1
PER,10,3,99.085,soft,Red Bull,Bahrain,1
PER,11,3,99.249,soft,Red Bull,Bahrain,1
PER,12,3,99.197,soft,Red Bull,Bahrain,1
PER,13,2,99.336,soft,Red Bull,Bahrain,1
PER,14,2,98.739,soft,Red Bull,Bahrain,1
PER,15,1,98.608,soft,Red Bull,Bahrain,1
PER,16,1,98.77,soft,Red Bull,Bahrain,1
PER,17,1,101.36,inlap,Red Bull,Bahrain,1
PER,18,3,118.797,outlap,Red Bull,Bahrain,1
PER,19,3,97.659,soft,Red Bull,Bahrain,1
PER,20,3,97.448,soft,Red Bull,Bahrain,1
PER,21,3,97.24,soft,Red Bull,Bahrain,1
PER,22,3,97.169,soft,Red Bull,Bahrain,1
PER,23,3,97.304,soft,Red Bull,Bahrain,1
PER,24,3,97.352,soft,Red Bull,Bahrain,1
PER,25,3,98.418,soft,Red Bull,Bahrain,1
PER,26,2,97.454,soft,Red Bull,Bahrain,1
PER,27,2,97.387,soft,Red Bull,Bahrain,1
PER,28,2,97.211,soft,Red Bull,Bahrain,1
PER,29,2,97.733,soft,Red Bull,Bahrain,1
PER,30,2,97.4,soft,Red Bull,Bahrain,1
PER,31,2,97.919,soft,Red Bull,Bahrain,1
PER,32,2,97.722,soft,Red Bull,Bahrain,1
PER,33,2,97.869,soft,Red Bull,Bahrain,1
PER,34,2,100.686,inlap,Red Bull,Bahrain,1
PER,35,2,118.785,outlap,Red Bull,Bahrain,1
PER,36,2,96.82,hard,Red Bull,Bahrain,1
PER,37,2,96.344,hard,Red Bull,Bahrain,1
PER,38,2,96.431,hard,Red Bull,Bahrain,1
PER,39,2,96.429,hard,Red Bull,Bahrain,1
PER,40,2,97.114,hard,Red Bull,Bahrain,1
PER,41,2,123.522,vsc,Red Bull,Bahrain,1
PER,42,2,99.657,vsc,Red Bull,Bahrain,1
PER,43,2,96.554,hard,Red Bull,Bahrain,1
PER,44,2,96.978,hard,Red Bull,Bahrain,1
PER,45,2,96.928,hard,Red Bull,Bahrain,1
PER,46,2,97.257,hard,Red Bull,Bahrain,1
PER,47,2,96.661,hard,Red Bull,Bahrain,1
PER,48,2,96.859,hard,Red Bull,Bahrain,1
PER,49,2,97.049,hard,Red Bull,Bahrain,1
PER,50,2,97.731,hard,Red Bull,Bahrain,1
PER,51,2,97.049,hard,Red Bull,Bahrain,1
PER,52,2,97.062,hard,Red Bull,Bahrain,1
PER,53,2,97.345,hard,Red Bull,Bahrain,1
PER,54,2,97.296,hard,Red Bull,Bahrain,1
PER,55,2,97.092,hard,Red Bull,Bahrain,1
PER,56,2,96.565,hard,Red Bull,Bahrain,1
PER,57,2,96.558,hard,Red Bull,Bahrain,1
RUS,1,6,102.662,start,Mercedes,Bahrain,1
RUS,2,6,99.59,soft,Mercedes,Bahrain,1
RUS,3,6,99.093,soft,Mercedes,Bahrain,1
RUS,4,6,99.261,soft,Mercedes,Bahrain,1
RUS,5,6,99.549,soft,Mercedes,Bahrain,1
RUS,6,6,99.493,soft,Mercedes,Bahrain,1
RUS,7,6,100.056,soft,Mercedes,Bahrain,1
RUS,8,6,100.31,soft,Mercedes,Bahrain,1
RUS,9,6,100.42,soft,Mercedes,Bahrain,1
RUS,10,6,100.532,soft,Mercedes,Bahrain,1
RUS,11,6,101.085,soft,Mercedes,Bahrain,1
RUS,12,5,101.112,soft,Mercedes,Bahrain,1
RUS,13,7,104.691,inlap,Mercedes,Bahrain,1
RUS,14,10,121.269,outlap,Mercedes,Bahrain,1
RUS,15,9,97.46,hard,Mercedes,Bahrain,1
RUS,16,8,97.833,hard,Mercedes,Bahrain,1
RUS,17,8,98.604,hard,Mercedes,Bahrain,1
RUS,18,7,98.427,hard,Mercedes,Bahrain,1
RUS,19,7,98.512,hard,Mercedes,Bahrain,1
RUS,20,7,98.578,hard,Mercedes,Bahrain,1
RUS,21,7,98.555,hard,Mercedes,Bahrain,1
RUS,22,7,98.438,hard,Mercedes,Bahrain,1
RUS,23,7,98.773,hard,Mercedes,Bahrain,1
RUS,24,7,98.643,hard,Mercedes,Bahrain,1
RUS,25,7,98.487,hard,Mercedes,Bahrain,1
RUS,26,7,98.462,hard,Mercedes,Bahrain,1
RUS,27,7,98.625,hard,Mercedes,Bahrain,1
RUS,28,7,98.448,hard,Mercedes,Bahrain,1
RUS,29,7,98.792,hard,Mercedes,Bahrain,1
RUS,30,7,98.541,hard,Mercedes,Bahrain,1
RUS,31,6,101.035,inlap,Mercedes,Bahrain,1
RUS,32,8,118.694,outlap,Mercedes,Bahrain,1
RUS,33,8,97.221,hard,Mercedes,Bahrain,1
RUS,34,8,97.311,hard,Mercedes,Bahrain,1
RUS,35,8,97.592,hard,Mercedes,Bahrain,1
RUS,36,8,97.607,hard,Mercedes,Bahrain,1
RUS,37,8,97.822,hard,Mercedes,Bahrain,1
RUS,38,8,97.66,hard,Mercedes,Bahrain,1
RUS,39,8,97.495,hard,Mercedes,Bahrain,1
RUS,40,7,98.085,hard,Mercedes,Bahrain,1
RUS,41,7,126.293,vsc,Mercedes,Bahrain,1
RUS,42,7,97.035,hard,Mercedes,Bahrain,1
RUS,43,7,97.48,hard,Mercedes,Bahrain,1
RUS,44,7,97.597,hard,Mercedes,Bahrain,1
RUS,45,7,97.316,hard,Mercedes,Bahrain,1
RUS,46,7,97.571,hard,Mercedes,Bahrain,1
RUS,47,7,97.432,hard,Mercedes,Bahrain,1
RUS,48,7,97.52,hard,Mercedes,Bahrain,1
RUS,49,7,97.718,hard,Mercedes,Bahrain,1
RUS,50,7,97.383,hard,Mercedes,Bahrain,1
RUS,51,7,97.825,hard,Mercedes,Bahrain,1
RUS,52,7,97.589,hard,Mercedes,Bahrain,1
RUS,53,7,97.841,hard,Mercedes,Bahrain,1
RUS,54,7,97.923,hard,Mercedes,Bahrain,1
RUS,55,7,97.86,hard,Mercedes,Bahrain,1
RUS,56,7,97.636,hard,Mercedes,Bahrain,1
RUS,57,7,97.767,hard,Mercedes,Bahrain,1
SAI,1,4,101.659,start,Ferrari,Bahrain,1
SAI,2,4,98.933,soft,Ferrari,Bahrain,1
SAI,3,4,99.042,soft,Ferrari,Bahrain,1
SAI,4,4,98.985,soft,Ferrari,Bahrain,1
SAI,5,4,99.128,soft,Ferrari,Bahrain,1
SAI,6,4,99.474,soft,Ferrari,Bahrain,1
SAI,7,4,99.502,soft,Ferrari,Bahrain,1
SAI,8,4,99.779,soft,Ferrari,Bahrain,1
SAI,9,4,99.744,soft,Ferrari,Bahrain,1
SAI,10,4,100.102,soft,Ferrari,Bahrain,1
SAI,11,4,100.507,soft,Ferrari,Bahrain,1
SAI,12,4,100.52,soft,Ferrari,Bahrain,1
SAI,13,4,103.31,inlap,Ferrari,Bahrain,1
SAI,14,6,119.006,outlap,Ferrari,Bahrain,1
SAI,15,5,97.985,hard,Ferrari,Bahrain,1
SAI,16,4,98.433,hard,Ferrari,Bahrain,1
SAI,17,4,98.161,hard,Ferrari,Bahrain,1
SAI,18,4,98.287,hard,Ferrari,Bahrain,1
SAI,19,4,98.21,hard,Ferrari,Bahrain,1
SAI,20,4,98.096,hard,Ferrari,Bahrain,1
SAI,21,4,98.24,hard,Ferrari,Bahrain,1
SAI,22,4,98.453,hard,Ferrari,Bahrain,1
SAI,23,4,98.597,hard,Ferrari,Bahrain,1
SAI,24,4,98.314,hard,Ferrari,Bahrain,1
SAI,25,4,98.571,hard,Ferrari,Bahrain,1
SAI,26,4,98.331,hard,Ferrari,Bahrain,1
SAI,27,4,98.423,hard,Ferrari,Bahrain,1
SAI,28,4,98.474,hard,Ferrari,Bahrain,1
SAI,29,4,98.55,hard,Ferrari,Bahrain,1
SAI,30,4,98.601,hard,Ferrari,Bahrain,1
SAI,31,4,101.274,inlap,Ferrari,Bahrain,1
SAI,32,5,118.492,outlap,Ferrari,Bahrain,1
SAI,33,5,97.548,hard,Ferrari,Bahrain,1
SAI,34,5,97.475,hard,Ferrari,Bahrain,1
SAI,35,4,97.441,hard,Ferrari,Bahrain,1
SAI,36,4,97.706,hard,Ferrari,Bahrain,1
SAI,37,4,97.13,hard,Ferrari,Bahrain,1
SAI,38,4,97.444,hard,Ferrari,Bahrain,1
SAI,39,4,97.403,hard,Ferrari,Bahrain,1
SAI,40,3,97.587,hard,Ferrari,Bahrain,1
SAI,41,3,126.436,vsc,Ferrari,Bahrain,1
SAI,42,3,97.375,hard,Ferrari,Bahrain,1
SAI,43,3,97.294,hard,Ferrari,Bahrain,1
SAI,44,3,97.389,hard,Ferrari,Bahrain,1
SAI,45,4,99.561,hard,Ferrari,Bahrain,1
SAI,46,4,97.844,hard,Ferrari,Bahrain,1
SAI,47,4,98.222,hard,Ferrari,Bahrain,1
SAI,48,4,97.897,hard,Ferrari,Bahrain,1
SAI,49,4,97.765,hard,Ferrari,Bahrain,1
SAI,50,4,97.604,hard,Ferrari,Bahrain,1
SAI,51,4,97.672,hard,Ferrari,Bahrain,1
SAI,52,4,97.49,hard,Ferrari,Bahrain,1
SAI,53,4,97.66,hard,Ferrari,Bahrain,1
SAI,54,4,97.694,hard,Ferrari,Bahrain,1
SAI,55,4,97.821,hard,Ferrari,Bahrain,1
SAI,56,4,98.126,hard,Ferrari,Bahrain,1
SAI,57,4,98.021,hard,Ferrari,Bahrain,1
STR,1,9,104.67,start,Aston Martin,Bahrain,1
STR,2,9,99.892,soft,Aston Martin,Bahrain,1
STR,3,9,99.625,soft,Aston Martin,Bahrain,1
STR,4,9,99.745,soft,Aston Martin,Bahrain,1
STR,5,8,99.144,soft,Aston Martin,Bahrain,1
STR,6,8,99.714,soft,Aston Martin,Bahrain,1
STR,7,8,99.945,soft,Aston Martin,Bahrain,1
STR,8,8,99.801,soft,Aston Martin,Bahrain,1
STR,9,8,100.106,soft,Aston Martin,Bahrain,1
STR,10,8,100.192,soft,Aston Martin,Bahrain,1
STR,11,8,100.923,soft,Aston Martin,Bahrain,1
STR,12,8,101.039,soft,Aston Martin,Bahrain,1
STR,13,6,101.12,soft,Aston Martin,Bahrain,1
STR,14,3,100.002,soft,Aston Martin,Bahrain,1
STR,15,4,102.841,inlap,Aston Martin,Bahrain,1
STR,16,9,119.876,outlap,Aston Martin,Bahrain,1
STR,17,9,97.507,hard,Aston Martin,Bahrain,1
STR,18,9,98.127,hard,Aston Martin,Bahrain,1
STR,19,9,98.587,hard,Aston Martin,Bahrain,1
STR,20,8,98.038,hard,Aston Martin,Bahrain,1
STR,21,8,98.273,hard,Aston Martin,Bahrain,1
STR,22,8,98.73,hard,Aston Martin,Bahrain,1
STR,23,8,98.295,hard,Aston Martin,Bahrain,1
STR,24,8,98.478,hard,Aston Martin,Bahrain,1
STR,25,8,98.25,hard,Aston Martin,Bahrain,1
STR,26,8,98.482,hard,Aston Martin,Bahrain,1
STR,27,8,99.021,hard,Aston Martin,Bahrain,1
STR,28,8,98.723,hard,Aston Martin,Bahrain,1
STR,29,8,98.71,hard,Aston Martin,Bahrain,1
STR,30,8,101.467,inlap,Aston Martin,Bahrain,1
STR,31,8,117.063,outlap,Aston Martin,Bahrain,1
STR,32,7,96.546,hard,Aston Martin,Bahrain,1
STR,33,7,97.21,hard,Aston Martin,Bahrain,1
STR,34,7,97.168,hard,Aston Martin,Bahrain,1
STR,35,7,97.521,hard,Aston Martin,Bahrain,1
STR,36,7,97.72,hard,Aston Martin,Bahrain,1
STR,37,7,97.68,hard,Aston Martin,Bahrain,1
STR,38,7,97.274,hard,Aston Martin,Bahrain,1
STR,39,7,97.456,hard,Aston Martin,Bahrain,1
STR,40,6,97.916,hard,Aston Martin,Bahrain,1
STR,41,6,126.809,vsc,Aston Martin,Bahrain,1
STR,42,6,97.298,hard,Aston Martin,Bahrain,1
STR,43,6,97.304,hard,Aston Martin,Bahrain,1
STR,44,6,97.299,hard,Aston Martin,Bahrain,1
STR,45,6,97.222,hard,Aston Martin,Bahrain,1
STR,46,6,97.562,hard,Aston Martin,Bahrain,1
STR,47,6,97.257,hard,Aston Martin,Bahrain,1
STR,48,6,97.448,hard,Aston Martin,Bahrain,1
STR,49,6,97.551,hard,Aston Martin,Bahrain,1
STR,50,6,97.388,hard,Aston Martin,Bahrain,1
STR,51,6,97.866,hard,Aston Martin,Bahrain,1
STR,52,6,97.579,hard,Aston Martin,Bahrain,1
STR,53,6,98.379,hard,Aston Martin,Bahrain,1
STR,54,6,97.597,hard,Aston Martin,Bahrain,1
STR,55,6,97.701,hard,Aston Martin,Bahrain,1
STR,56,6,98.11,hard,Aston Martin,Bahrain,1
STR,57,6,97.991,hard,Aston Martin,Bahrain,1
VER,1,1,99.019,start,Red Bull,Bahrain,1
VER,2,1,97.974,soft,Red Bull,Bahrain,1
VER,3,1,98.006,soft,Red Bull,Bahrain,1
VER,4,1,97.976,soft,Red Bull,Bahrain,1
VER,5,1,98.035,soft,Red Bull,Bahrain,1
VER,6,1,97.986,soft,Red Bull,Bahrain,1
VER,7,1,98.021,soft,Red Bull,Bahrain,1
VER,8,1,98.154,soft,Red Bull,Bahrain,1
VER,9,1,98.278,soft,Red Bull,Bahrain,1
VER,10,1,98.369,soft,Red Bull,Bahrain,1
VER,11,1,98.483,soft,Red Bull,Bahrain,1
VER,12,1,98.591,soft,Red Bull,Bahrain,1
VER,13,1,98.482,soft,Red Bull,Bahrain,1
VER,14,1,101.295,inlap,Red Bull,Bahrain,1
VER,15,2,118.378,outlap,Red Bull,Bahrain,1
VER,16,2,97.801,soft,Red Bull,Bahrain,1
VER,17,2,97.648,soft,Red Bull,Bahrain,1
VER,18,1,97.614,soft,Red Bull,Bahrain,1
VER,19,1,97.712,soft,Red Bull,Bahrain,1
VER,20,1,97.788,soft,Red Bull,Bahrain,1
VER,21,1,97.582,soft,Red Bull,Bahrain,1
VER,22,1,97.651,soft,Red Bull,Bahrain,1
VER,23,1,97.552,soft,Red Bull,Bahrain,1
VER,24,1,97.387,soft,Red Bull,Bahrain,1
VER,25,1,97.372,soft,Red Bull,Bahrain,1
VER,26,1,97.682,soft,Red Bull,Bahrain,1
VER,27,1,97.379,soft,Red Bull,Bahrain,1
VER,28,1,97.651,soft,Red Bull,Bahrain,1
VER,29,1,97.571,soft,Red Bull,Bahrain,1
VER,30,1,97.549,soft,Red Bull,Bahrain,1
VER,31,1,97.431,soft,Red Bull,Bahrain,1
VER,32,1,97.691,soft,Red Bull,Bahrain,1
VER,33,1,97.686,soft,Red Bull,Bahrain,1
VER,34,1,97.839,soft,Red Bull,Bahrain,1
VER,35,1,97.85,soft,Red Bull,Bahrain,1
VER,36,1,100.964,inlap,Red Bull,Bahrain,1
VER,37,1,118.49,outlap,Red Bull,Bahrain,1
VER,38,1,96.297,hard,Red Bull,Bahrain,1
VER,39,1,96.446,hard,Red Bull,Bahrain,1
VER,40,1,96.942,hard,Red Bull,Bahrain,1
VER,41,1,120.495,vsc,Red Bull,Bahrain,1
VER,42,1,104.824,vsc,Red Bull,Bahrain,1
VER,43,1,96.89,hard,Red Bull,Bahrain,1
VER,44,1,96.236,hard,Red Bull,Bahrain,1
VER,45,1,97.015,hard,Red Bull,Bahrain,1
VER,46,1,96.701,hard,Red Bull,Bahrain,1
VER,47,1,97.009,hard,Red Bull,Bahrain,1
VER,48,1,96.918,hard,Red Bull,Bahrain,1
VER,49,1,96.962,hard,Red Bull,Bahrain,1
VER,50,1,97.25,hard,Red Bull,Bahrain,1
VER,51,1,97.427,hard,Red Bull,Bahrain,1
VER,52,1,96.919,hard,Red Bull,Bahrain,1
VER,53,1,96.89,hard,Red Bull,Bahrain,1
VER,54,1,96.678,hard,Red Bull,Bahrain,1
VER,55,1,96.322,hard,Red Bull,Bahrain,1
VER,56,1,97.205,hard,Red Bull,Bahrain,1
VER,57,1,96.373,hard,Red Bull,Bahrain,1
ALO,1,1,96.851,start,Aston Martin,Saudi Arabia,2
ALO,2,1,95.567,medium,Aston Martin,Saudi Arabia,2
ALO,3,1,95.14,medium,Aston Martin,Saudi Arabia,2
ALO,4,2,96.664,medium,Aston Martin,Saudi Arabia,2
ALO,5,2,94.92,medium,Aston Martin,Saudi Arabia,2
ALO,6,2,94.658,medium,Aston Martin,Saudi Arabia,2
ALO,7,2,94.422,medium,Aston Martin,Saudi Arabia,2
ALO,8,2,94.398,medium,Aston Martin,Saudi Arabia,2
ALO,9,2,94.4,medium,Aston Martin,Saudi Arabia,2
ALO,10,2,94.835,medium,Aston Martin,Saudi Arabia,2
ALO,11,2,94.982,medium,Aston Martin,Saudi Arabia,2
ALO,12,2,94.927,medium,Aston Martin,Saudi Arabia,2
ALO,13,2,94.918,medium,Aston Martin,Saudi Arabia,2
ALO,14,2,94.837,medium,Aston Martin,Saudi Arabia,2
ALO,15,2,94.717,medium,Aston Martin,Saudi Arabia,2
ALO,16,2,94.842,medium,Aston Martin,Saudi Arabia,2
ALO,17,2,94.595,medium,Aston Martin,Saudi Arabia,2
ALO,18,2,129.623,sc,Aston Martin,Saudi Arabia,2
ALO,19,2,184.156,sc,Aston Martin,Saudi Arabia,2
ALO,20,2,159.344,sc,Aston Martin,Saudi Arabia,2
ALO,21,2,96.033,hard,Aston Martin,Saudi Arabia,2
ALO,22,2,94.738,hard,Aston Martin,Saudi Arabia,2
ALO,23,2,94.771,hard,Aston Martin,Saudi Arabia,2
ALO,24,2,94.836,hard,Aston Martin,Saudi Arabia,2
ALO,25,3,94.136,hard,Aston Martin,Saudi Arabia,2
ALO,26,3,94.119,hard,Aston Martin,Saudi Arabia,2
ALO,27,3,94.246,hard,Aston Martin,Saudi Arabia,2
ALO,28,3,94.062,hard,Aston Martin,Saudi Arabia,2
ALO,29,3,93.988,hard,Aston Martin,Saudi Arabia,2
ALO,30,3,93.654,hard,Aston Martin,Saudi Arabia,2
ALO,31,3,93.605,hard,Aston Martin,Saudi Arabia,2
ALO,32,3,93.401,hard,Aston Martin,Saudi Arabia,2
ALO,33,3,93.337,hard,Aston Martin,Saudi Arabia,2
ALO,34,3,93.22,hard,Aston Martin,Saudi Arabia,2
ALO,35,3,93.514,hard,Aston Martin,Saudi Arabia,2
ALO,36,3,93.323,hard,Aston Martin,Saudi Arabia,2
ALO,37,3,93.175,hard,Aston Martin,Saudi Arabia,2
ALO,38,3,93.174,hard,Aston Martin,Saudi Arabia,2
ALO,39,3,93.249,hard,Aston Martin,Saudi Arabia,2
